COc1c(C[C@H](C)OC(=O)C2C=CC(=O)C=C2)c2c3c4c(c(=O)cc(OC)c4c4c(OC)cc(O)c(c1=O)c24)=C(O)C(OC)C3=C[C@@H](C)OC(=O)c1ccccc1
COC1=c2c3c(c4c(=C[C@@H](C)OC(=O)c5ccccc5)c(OC)c(O)c5c(O)cc(OC)c2c54)C(=C[C@H](C)OC(=O)C2C=CC(=O)C=C2)C(OC)C(=O)C=3C(=O)C1
COC1=CC(=O)c2c(O)c(OC)c(C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c(OC)cc(O)c2c(O)c(OC)c(=C[C@H](C)OC(O)=C4C=CC(=O)C=C4)c3c21
COC1=C(C[C@H](C)OC(=O)C2=CCC(=O)C=C2)c2c3c(c(O)cc(OC)c3c3c4c(c(O)c(OC)c(=C[C@@H](C)OC(=O)c5ccccc5)c24)C(=O)CC=3OC)C1=O
COC1=CC(=O)C2=c3c1c1c4c(c3C(=C[C@H](C)OC(=O)C3C=CC(=O)C=C3)C(OC)C2=O)C(C[C@@H](C)OC(=O)c2ccccc2)C(OC)C(=O)C=4C(=O)C=C1OC
COC1=c2c3c(c(O)c(OC)c(=C[C@@H](C)OC(=O)c4ccccc4)c3c3c(=C[C@H](C)OC(O)=C4C=CC(=O)C=C4)c(OC)c(O)c4c(O)cc(OC)c2c43)C(=O)C1
COC1=CC(=O)C2C(=O)C(OC)C(=C[C@H](C)OC(=O)c3ccc(O)cc3)c3c2c1c1c(OC)cc(O)c2c1c3C(C[C@@H](C)OC(=O)c1ccccc1)=C(OC)C2=O
COC1=CC(=O)C2=C(O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c(OC)cc(O)c2c(O)c(OC)c(=C[C@H](C)OC(=O)C4C=CC(=O)C=C4)c3c21
COC1=c2c3c(c(O)c(OC)c(=C[C@@H](C)OC(=O)c4ccccc4)c3c3c(=C[C@H](C)OC(=O)C4=CCC(=O)C=C4)c(OC)c(O)c4c(O)cc(OC)c2c43)C(=O)C1
COC1=C(C[C@@H](C)OC(=O)c2ccccc2)c2c3c4c(c5c(OC)cc(O)c(c25)C1=O)=C(OC)CC(=O)C=4C(=O)C(OC)C3=C[C@H](C)OC(=O)C1=CCC(=O)C=C1
COC1=CC(=O)c2c(O)c(OC)c(C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c(OC)cc(O)c2c(O)c(OC)c(=C[C@H](C)OC(=O)c4ccc(O)cc4)c3c21
COC1=c2c3c(c4c(=C[C@@H](C)OC(=O)c5ccccc5)c(OC)c(O)c5c4c2=C(OC)CC5=O)C(=C[C@H](C)OC(=O)C2=CCC(=O)C=C2)C(OC)C(=O)C=3C(=O)C1
COC1=CC(=O)C2C(=O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c(c(O)c(OC)c(=C[C@H](C)OC(=O)c4ccc(O)cc4)c32)C(=O)CC=1OC
COC1=CC(=O)c2c(O)c(OC)c(C[C@@H](C)OC(=O)c3ccccc3)c3c4c5c(c(O)cc(OC)c5c1c23)C(=O)C(OC)C4=C[C@H](C)OC(=O)C1C=CC(=O)C=C1
COC1=c2c3c(c4c(=C[C@H](C)OC(=O)C5=CCC(=O)C=C5)c(OC)c(O)c5c4c2=C(OC)CC5=O)C(=C[C@@H](C)OC(=O)c2ccccc2)C(OC)C(=O)C=3C(=O)C1
COc1c(C[C@H](C)OC(=O)C2C=CC(=O)C=C2)c2c3c4c(c(=O)cc(OC)c4c4c(OC)cc(O)c(c1=O)c24)C(=O)C(OC)C=3C[C@@H](C)OC(=O)c1ccccc1
COC1=C(O)c2c(=O)cc(OC)c3c2c(c2c(=C[C@H](C)OC(O)=C4C=CC(=O)C=C4)c(OC)c(O)c4c(=O)cc(OC)c3c42)C1C[C@@H](C)OC(=O)c1ccccc1
COC1=CC(=O)C2C(O)=C(OC)C(=C[C@H](C)OC(O)=C3C=CC(=O)C=C3)c3c2c1c1c(OC)cc(O)c2c1c3C(C[C@@H](C)OC(=O)c1ccccc1)=C(OC)C2=O
COC1=c2c3c(c4c(=C[C@@H](C)OC(=O)c5ccccc5)c(OC)c(O)c5c(O)cc(OC)c2c54)C(=C[C@H](C)OC(=O)C2=CCC(=O)C=C2)C(OC)C(=O)C=3C(=O)C1
COC1=C(C[C@@H](C)OC(=O)c2ccccc2)c2c3c(c(O)cc(OC)c3c3c4c(c(O)c(OC)c(=C[C@H](C)OC(=O)C5C=CC(=O)C=C5)c24)C(=O)CC=3OC)C1=O
COc1c(C[C@@H](C)OC(=O)c2ccccc2)c2c3c4c(c(=O)cc(OC)c4c4c(OC)cc(O)c(c1=O)c24)=C(O)C(OC)C3=C[C@H](C)OC(=O)c1ccc(O)cc1
COC1=CC(=O)c2c(O)c(OC)c(C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c(c(O)c(OC)c(=C[C@H](C)OC(=O)C4C=CC(=O)C=C4)c23)C(=O)CC=1OC
COC1=CC(=O)c2c(O)c(OC)c(C[C@H](C)OC(=O)c3ccc(O)cc3)c3c4c5c(c(O)cc(OC)c5c1c23)C(=O)C(OC)C4=C[C@@H](C)OC(=O)c1ccccc1
COC1=c2c3c(c(=O)c(OC)c(C[C@H](C)OC(=O)c4ccc(O)cc4)c3c3c(C[C@@H](C)OC(=O)c4ccccc4)c(OC)c(O)c4c(=O)cc(OC)c2c43)C(=O)C1
COc1c(C[C@H](C)OC(=O)c2ccc(O)cc2)c2c3c4c(c(=O)cc(OC)c4c4c(OC)cc(O)c(c1=O)c24)C(=O)C(OC)C=3C[C@@H](C)OC(=O)c1ccccc1
COC1=CC(=O)c2c(O)c(OC)c(C[C@H](C)OC(=O)C3=CCC(=O)C=C3)c3c2c1c1c2c(c(O)c(OC)c(=C[C@@H](C)OC(=O)c4ccccc4)c23)C(=O)CC=1OC
COC1=c2c3c(c(=O)c(OC)c(C[C@@H](C)OC(=O)c4ccccc4)c3c3c(C[C@H](C)OC(=O)C4=CCC(=O)C=C4)c(OC)c(O)c4c(=O)cc(OC)c2c43)C(=O)C1
COC1=CC(=O)C2C(=O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c3C(C[C@H](C)OC(O)=C3C=CC(=O)C=C3)=C(OC)C(=O)C=2C(=O)CC=1OC
COC1=CC(=O)C2C(O)=C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c3C(C[C@H](C)OC(O)=C3C=CC(=O)C=C3)=C(OC)C(=O)C=2C(=O)CC=1OC
COc1c(C[C@H](C)OC(=O)C2=CCC(=O)C=C2)c2c3c4c(c(=O)cc(OC)c4c4c(OC)cc(O)c(c1=O)c24)C(=O)C(OC)C=3C[C@@H](C)OC(=O)c1ccccc1
COC1=CC(=O)c2c(O)c(OC)c(C[C@@H](C)OC(=O)c3ccccc3)c3c4c5c(c(O)cc(OC)c5c1c23)C(=O)C(OC)C4=C[C@H](C)OC(O)=C1C=CC(=O)C=C1
COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c4c(c(c1=C[C@H](C)OC(=O)c1ccc(O)cc1)c23)C(C[C@@H](C)OC(=O)c1ccccc1)C(OC)C5=O
COC1=c2c3c(c4c(=C[C@H](C)OC(=O)C5=CCC(=O)C=C5)c(OC)c(O)c5c(O)cc(OC)c2c54)C(=C[C@@H](C)OC(=O)c2ccccc2)C(OC)C(=O)C=3C(=O)C1
COC1=C(C[C@@H](C)OC(=O)c2ccccc2)c2c3c4c(c(O)cc(OC)c4c4c(OC)cc(O)c(c24)C1=O)C(=O)C(OC)C3=C[C@H](C)OC(=O)c1ccc(O)cc1
COC1=CC(=O)C2C(=O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c3C(=C[C@H](C)OC(=O)c3ccc(O)cc3)C(OC)C(=O)C=2C(=O)CC=1OC
COC1=C(C[C@H](C)OC(=O)C2=CCC(=O)C=C2)c2c3c(c(O)cc(OC)c3c3c(OC)cc(O)c4c(O)c(OC)c(=C[C@@H](C)OC(=O)c5ccccc5)c2c43)C1=O
COC1=CC(=O)C2C(=O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c(OC)cc(O)c2c(O)c(OC)c(=C[C@H](C)OC(O)=C4C=CC(=O)C=C4)c3c21
COC1=C(C[C@H](C)OC(=O)C2C=CC(=O)C=C2)c2c3c(c4c5c(c(O)c(OC)c(=C[C@@H](C)OC(=O)c6ccccc6)c25)C(=O)CC=4OC)=C(OC)CC(=O)C=3C1=O
COC1=CC(=O)C2C(=O)C(OC)C(=C[C@H](C)OC(O)=C3C=CC(=O)C=C3)c3c2c1c1c2c(c(O)c(OC)c(C[C@@H](C)OC(=O)c4ccccc4)c32)C(=O)C=C1OC
COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c4c(c(c1C[C@@H](C)OC(=O)c1ccccc1)c23)=C(C[C@H](C)OC(=O)c1ccc(O)cc1)C(OC)C5=O
COC1=CC(=O)c2c(O)c(OC)c(C[C@@H](C)OC(=O)c3ccccc3)c3c4c5c(c1c23)=C(OC)CC(=O)C=5C(=O)C(OC)C4=C[C@H](C)OC(=O)C1C=CC(=O)C=C1
COC1=C(C[C@H](C)OC(O)=C2C=CC(=O)C=C2)c2c3c(c(O)cc(OC)c3c3c(OC)cc(O)c4c(O)c(OC)c(=C[C@@H](C)OC(=O)c5ccccc5)c2c43)C1=O
COC1=CC(=O)C2=C(O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c4c5c(c1c32)C(OC)=CC(=O)C5=C(O)C(OC)C4=C[C@H](C)OC(=O)C1=CCC(=O)C=C1
COC1=c2c3c(c(O)c(OC)c(=C[C@H](C)OC(=O)C4C=CC(=O)C=C4)c3c3c(=C[C@@H](C)OC(=O)c4ccccc4)c(OC)c(O)c4c(O)cc(OC)c2c43)C(=O)C1
COC1=C(C[C@H](C)OC(O)=C2C=CC(=O)C=C2)c2c3c(c4c5c(c(O)c(OC)c(=C[C@@H](C)OC(=O)c6ccccc6)c25)C(=O)CC=4OC)=C(OC)CC(=O)C=3C1=O
COC1=c2c3c(c(=O)c(OC)c(C[C@@H](C)OC(=O)c4ccccc4)c3c3c(C[C@H](C)OC(=O)C4C=CC(=O)C=C4)c(OC)c(O)c4c(=O)cc(OC)c2c43)C(=O)C1
COC1=CC(=O)C2=c3c1c1c4c(c3=C(C[C@@H](C)OC(=O)c3ccccc3)C(OC)C2=O)=C(C[C@H](C)OC(=O)c2ccc(O)cc2)C(OC)C(=O)C=4C(=O)C=C1OC
COC1=CC(=O)C2=C(O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c(c(O)c(OC)c(=C[C@H](C)OC(=O)C4=CCC(=O)C=C4)c32)C(=O)CC=1OC
COC1=CC(=O)C2=c3c1c1c(OC)cc(=O)c4c(=O)c(OC)c(C[C@H](C)OC(=O)C5C=CC(=O)C=C5)c(c3C(C[C@@H](C)OC(=O)c3ccccc3)C(OC)C2=O)c1=4
COC1=C(C[C@@H](C)OC(=O)c2ccccc2)c2c3c4c(c(O)cc(OC)c4c4c2=C(C(=O)CC=4OC)C1=O)C(=O)C(OC)C3=C[C@H](C)OC(=O)C1C=CC(=O)C=C1
COC1=C(C[C@H](C)OC(=O)c2ccc(O)cc2)c2c3c(c4c5c(c(O)c(OC)c(=C[C@@H](C)OC(=O)c6ccccc6)c25)C(=O)CC=4OC)=C(OC)CC(=O)C=3C1=O
COC1=CC(=O)C2C(O)=C(OC)C(=C[C@H](C)OC(=O)C3C=CC(=O)C=C3)c3c2c1c1c2c3C(C[C@@H](C)OC(=O)c3ccccc3)=C(OC)C(=O)C=2C(=O)CC=1OC
COC1=c2c3c(c(=O)c(OC)c(C[C@H](C)OC(O)=C4C=CC(=O)C=C4)c3c3c(C[C@@H](C)OC(=O)c4ccccc4)c(OC)c(O)c4c(=O)cc(OC)c2c43)C(=O)C1
COC1=CC(=O)C2=c3c1c1c(OC)cc(=O)c4c(=O)c(OC)c(C[C@H](C)OC(O)=C5C=CC(=O)C=C5)c(c3C(C[C@@H](C)OC(=O)c3ccccc3)C(OC)=C2O)c1=4
COC1=CC(=O)C2=C(O)C(OC)C(=C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c(c(O)c(OC)c(=C[C@H](C)OC(=O)c4ccc(O)cc4)c32)C(=O)CC=1OC
COC1=CC(=O)c2c(O)c(OC)c(C[C@H](C)OC(O)=C3C=CC(=O)C=C3)c3c4c5c(c1c23)=C(OC)CC(=O)C=5C(=O)C(OC)C4=C[C@@H](C)OC(=O)c1ccccc1
COC1=CC(=O)C2=c3c1c1c(OC)cc(=O)c4c(=O)c(OC)c(C[C@H](C)OC(=O)C5=CCC(=O)C=C5)c(c3C(C[C@@H](C)OC(=O)c3ccccc3)C(OC)C2=O)c1=4
COC1=c2c3c(c(=O)c(OC)c(C[C@@H](C)OC(=O)c4ccccc4)c3c3c(C[C@H](C)OC(O)=C4C=CC(=O)C=C4)c(OC)c(=O)c4c(O)cc(OC)c2c43)C(=O)C1
COC1=CC(=O)C2C(=O)C(OC)=C(C[C@@H](C)OC(=O)c3ccccc3)c3c2c1c1c2c3C(C[C@H](C)OC(=O)c3ccc(O)cc3)=C(OC)C(=O)C=2C(=O)CC=1OC
COC1=CC(=O)C2=c3c1c1c(OC)cc(=O)c4c(=O)c(OC)c(C[C@H](C)OC(O)=C5C=CC(=O)C=C5)c(c3C(C[C@@H](C)OC(=O)c3ccccc3)C(OC)C2=O)c1=4
COC1=C(C[C@H](C)OC(O)=C2C=CC(=O)C=C2)c2c3c4c(c5c(OC)cc(O)c(c25)C1=O)=C(OC)CC(=O)C=4C(=O)C(OC)C3=C[C@@H](C)OC(=O)c1ccccc1
COC1=c2c3c(c4c(=C[C@@H](C)OC(=O)c5ccccc5)c(OC)c(O)c5c(O)cc(OC)c2c54)C(=C[C@H](C)OC(O)=C2C=CC(=O)C=C2)C(OC)C(=O)C=3C(=O)C1
