 1   6   0   -5.451002  -6.141804  -5.459213	9.860942437606509
 2   6   0   -4.023184  -3.340769  -4.031737	6.603154567809692
 3   6   0   -6.169343  -3.313015  -4.023137	8.076044375970392
 4   6   0   -5.459169  -6.141713  -7.226565	10.94287011913031
 5   6   0   -5.450870  -4.031602  -3.340678	7.558169615918129
 6   6   0   -5.990819  -7.226655  -2.255914	9.654201300738555
 7   6   0   -3.491998  -5.990650  -3.491830	7.763685606939786
 8   6   0   -2.255823  -1.903111  -0.676439	3.027893427181842
 9   6   0   -7.579308  -3.674190  -2.488855	8.78293693054829
10   6   0   -1.237569  -1.237614  -2.488979	3.0427424973530046
11   6   0   -3.674230   0.000038  -0.000015	3.674230000227123
12   1   0    1.237608   1.237615   2.488930	3.042718684793091
13   6   0    2.484584   3.674237   3.674225	5.759609755517295
14   6   0    2.488951  -4.617004  -2.484473	5.803809878359731
15   6   0   -2.484789  -4.617094   4.617072	6.9863500651299315
16   1   0    4.617070   2.484720  -0.000039	5.24320215753894
17   1   0   -0.000056   0.000062  -0.009636	0.009636362176672275
18   1   0   -0.010628  -0.009503  -0.007264	0.016000846508856963
19   1   0   -0.006279  -0.007430  -0.010499	0.014312922203379713
20   1   0   -0.006056  -0.007201  -0.009439	0.013327575098269002
21   1   0   -0.010497  -0.012171  -0.009442	0.018640590494938724
22   1   0   -0.007236  -0.006149  -0.010536	0.014183694617411926
23   6   0   -0.012303  -0.004599  -0.006656	0.014724705294164635
24   6   0   -0.010292  -0.006412  -0.004469	0.012923272379703216
25   6   0   -0.003633  -0.001433  -0.012388	0.012989023134939747
